DATA E HORA UTC;CHUVA (mm);NIVEL (m);CHUVA CORRIGIDA;NIVEL CORRIGIDO;EXTRAVASAMENTO
05/01/2017 08:45;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 09:00;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 09:15;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 09:30;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 09:45;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 10:00;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 10:15;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 10:30;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 10:45;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 11:00;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 11:15;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 11:30;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 11:45;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 12:00;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 12:15;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 12:30;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 12:45;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 13:00;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 13:15;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 13:30;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 13:45;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 14:00;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 14:15;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 14:30;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 14:45;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 15:00;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 15:15;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 15:30;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 15:45;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 16:00;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 16:15;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 16:30;0;0,51;0,00; 0,51 ;NÃO
05/01/2017 16:45;0;0,62;0,00; 0,62 ;NÃO
05/01/2017 17:00;0;0,56;0,00; 0,56 ;NÃO
05/01/2017 17:15;0;0,51;0,00; 0,51 ;NÃO
05/01/2017 17:30;2,6;0,51;2,60; 0,51 ;NÃO
05/01/2017 17:45;0;0,46;0,00; 0,46 ;NÃO
05/01/2017 18:00;0;0,45;0,00; 0,45 ;NÃO
05/01/2017 18:15;0;0,45;0,00; 0,45 ;NÃO
05/01/2017 18:30;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 18:45;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 19:00;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 19:15;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 19:30;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 19:45;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 20:00;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 20:15;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 20:30;0,2;0,44;0,20; 0,44 ;NÃO
05/01/2017 20:45;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 21:00;0;0,48;0,00; 0,48 ;NÃO
05/01/2017 21:15;0;0,49;0,00; 0,49 ;NÃO
05/01/2017 21:30;0;0,47;0,00; 0,47 ;NÃO
05/01/2017 21:45;0;0,46;0,00; 0,46 ;NÃO
05/01/2017 22:00;0;0,45;0,00; 0,45 ;NÃO
05/01/2017 22:15;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 22:30;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 22:45;0;0,44;0,00; 0,44 ;NÃO
05/01/2017 23:00;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 23:15;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 23:30;0;0,43;0,00; 0,43 ;NÃO
05/01/2017 23:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 00:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 00:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 00:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 00:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 01:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 01:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 01:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 01:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 02:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 02:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 02:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 02:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 03:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 03:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 03:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 03:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 04:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 04:15;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 04:30;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 04:45;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 05:00;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 05:15;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 05:30;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 05:45;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 06:00;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 06:15;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 06:30;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 06:45;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 07:00;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 07:15;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 07:30;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 07:45;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 08:00;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 08:15;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 08:30;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 08:45;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 09:00;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 09:15;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 09:30;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 09:45;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 10:00;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 10:15;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 10:30;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 10:45;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 11:00;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 11:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 11:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 11:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 12:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 12:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 12:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 12:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 13:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 13:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 13:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 13:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 14:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 14:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 14:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 14:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 15:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 15:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 15:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 15:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 16:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 16:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 16:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 16:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 17:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 17:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 17:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 17:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 18:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 18:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 18:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 18:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 19:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 19:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 19:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 19:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 20:00;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 20:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 20:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 20:45;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 21:00;;;0,00; 0,43 ;NÃO
06/01/2017 21:15;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 21:30;0;0,43;0,00; 0,43 ;NÃO
06/01/2017 21:45;0;0,42;0,00; 0,42 ;NÃO
06/01/2017 22:00;;;0,00; 0,42 ;NÃO
06/01/2017 22:15;;;0,00; 0,42 ;NÃO
06/01/2017 22:30;;;0,00; 0,42 ;NÃO
06/01/2017 22:45;;;0,00; 0,42 ;NÃO
06/01/2017 23:00;;;0,00; 0,42 ;NÃO
06/01/2017 23:15;;;0,00; 0,42 ;NÃO
06/01/2017 23:30;;;0,00; 0,42 ;NÃO
06/01/2017 23:45;;;0,00; 0,42 ;NÃO
07/01/2017 00:00;;;0,00; 0,42 ;NÃO
07/01/2017 00:15;;;0,00; 0,42 ;NÃO
07/01/2017 00:30;;;0,00; 0,42 ;NÃO
07/01/2017 00:45;;;0,00; 0,42 ;NÃO
07/01/2017 01:00;;;0,00; 0,42 ;NÃO
07/01/2017 01:15;;;0,00; 0,42 ;NÃO
07/01/2017 01:30;;;0,00; 0,42 ;NÃO
07/01/2017 01:45;;;0,00; 0,42 ;NÃO
07/01/2017 02:00;;;0,00; 0,42 ;NÃO
07/01/2017 02:15;;;0,00; 0,42 ;NÃO
07/01/2017 02:30;;;0,00; 0,42 ;NÃO
07/01/2017 02:45;;;0,00; 0,42 ;NÃO
07/01/2017 03:00;;;0,00; 0,42 ;NÃO
07/01/2017 03:15;;;0,00; 0,42 ;NÃO
07/01/2017 03:30;;;0,00; 0,42 ;NÃO
07/01/2017 03:45;;;0,00; 0,42 ;NÃO
07/01/2017 04:00;;;0,00; 0,42 ;NÃO
07/01/2017 04:15;;;0,00; 0,42 ;NÃO
07/01/2017 04:30;;;0,00; 0,42 ;NÃO
07/01/2017 04:45;;;0,00; 0,42 ;NÃO
07/01/2017 05:00;;;0,00; 0,42 ;NÃO
07/01/2017 05:15;;;0,00; 0,42 ;NÃO
07/01/2017 05:30;;;0,00; 0,42 ;NÃO
07/01/2017 05:45;;;0,00; 0,42 ;NÃO
07/01/2017 06:00;;;0,00; 0,42 ;NÃO
07/01/2017 06:15;;;0,00; 0,42 ;NÃO
07/01/2017 06:30;;;0,00; 0,42 ;NÃO
07/01/2017 06:45;;;0,00; 0,42 ;NÃO
07/01/2017 07:00;;;0,00; 0,42 ;NÃO
07/01/2017 07:15;;;0,00; 0,42 ;NÃO
07/01/2017 07:30;;;0,00; 0,42 ;NÃO
07/01/2017 07:45;;;0,00; 0,42 ;NÃO
07/01/2017 08:00;;;0,00; 0,42 ;NÃO
07/01/2017 08:15;;;0,00; 0,42 ;NÃO
07/01/2017 08:30;;;0,00; 0,42 ;NÃO
07/01/2017 08:45;;;0,00; 0,42 ;NÃO
07/01/2017 09:00;;;0,00; 0,42 ;NÃO
07/01/2017 09:15;;;0,00; 0,42 ;NÃO
07/01/2017 09:30;;;0,00; 0,42 ;NÃO
07/01/2017 09:45;;;0,00; 0,42 ;NÃO
07/01/2017 10:00;;;0,00; 0,42 ;NÃO
07/01/2017 10:15;;;0,00; 0,42 ;NÃO
07/01/2017 10:30;;;0,00; 0,42 ;NÃO
07/01/2017 10:45;;;0,00; 0,42 ;NÃO
07/01/2017 11:00;;;0,00; 0,42 ;NÃO
07/01/2017 11:15;;;0,00; 0,42 ;NÃO
07/01/2017 11:30;;;0,00; 0,42 ;NÃO
07/01/2017 11:45;;;0,00; 0,42 ;NÃO
07/01/2017 12:00;;;0,00; 0,42 ;NÃO
07/01/2017 12:15;;;0,00; 0,42 ;NÃO
07/01/2017 12:30;;;0,00; 0,42 ;NÃO
07/01/2017 12:45;;;0,00; 0,42 ;NÃO
07/01/2017 13:00;;;0,00; 0,42 ;NÃO
07/01/2017 13:15;;;0,00; 0,42 ;NÃO
07/01/2017 13:30;;;0,00; 0,42 ;NÃO
07/01/2017 13:45;;;0,00; 0,42 ;NÃO
07/01/2017 14:00;;;0,00; 0,42 ;NÃO
07/01/2017 14:15;;;0,00; 0,42 ;NÃO
07/01/2017 14:30;;;0,00; 0,42 ;NÃO
07/01/2017 14:45;;;0,00; 0,42 ;NÃO
07/01/2017 15:00;;;0,00; 0,42 ;NÃO
07/01/2017 15:15;;;0,00; 0,42 ;NÃO
07/01/2017 15:30;;;0,00; 0,42 ;NÃO
07/01/2017 15:45;;;0,00; 0,42 ;NÃO
07/01/2017 16:00;;;0,00; 0,42 ;NÃO
07/01/2017 16:15;;;0,00; 0,42 ;NÃO
07/01/2017 16:30;;;0,00; 0,42 ;NÃO
07/01/2017 16:45;0;0,42;0,00; 0,42 ;NÃO
07/01/2017 17:00;;42,00;0,00; 0,42 ;NÃO
07/01/2017 17:15;;;0,00; 0,42 ;NÃO
07/01/2017 17:30;;;0,00; 0,42 ;NÃO
07/01/2017 17:45;;;0,00; 0,42 ;NÃO
07/01/2017 18:00;;;0,00; 0,42 ;NÃO
07/01/2017 18:15;;;0,00; 0,42 ;NÃO
07/01/2017 18:30;;;0,00; 0,42 ;NÃO
07/01/2017 18:45;;;0,00; 0,42 ;NÃO
07/01/2017 19:00;;;0,00; 0,42 ;NÃO
07/01/2017 19:15;;;0,00; 0,42 ;NÃO
07/01/2017 19:30;;;0,00; 0,42 ;NÃO
07/01/2017 19:45;;;0,00; 0,42 ;NÃO
07/01/2017 20:00;;;0,00; 0,42 ;NÃO
07/01/2017 20:15;;;0,00; 0,42 ;NÃO
07/01/2017 20:30;;;0,00; 0,42 ;NÃO
07/01/2017 20:45;;;0,00; 0,42 ;NÃO
07/01/2017 21:00;6,4;0,42;6,40; 0,42 ;NÃO
07/01/2017 21:15;;;0,00; 0,42 ;NÃO
07/01/2017 21:30;;;0,00; 0,42 ;NÃO
07/01/2017 21:45;;;0,00; 0,42 ;NÃO
07/01/2017 22:00;;;0,00; 0,42 ;NÃO
07/01/2017 22:15;;;0,00; 0,42 ;NÃO
07/01/2017 22:30;;;0,00; 0,42 ;NÃO
07/01/2017 22:45;;;0,00; 0,42 ;NÃO
07/01/2017 23:00;;;0,00; 0,42 ;NÃO
07/01/2017 23:15;;;0,00; 0,42 ;NÃO
07/01/2017 23:30;;;0,00; 0,41 ;NÃO
07/01/2017 23:45;;;0,00; 0,41 ;NÃO
08/01/2017 00:00;;;0,00; 0,41 ;NÃO
08/01/2017 00:15;;;0,00; 0,41 ;NÃO
08/01/2017 00:30;;;0,00; 0,41 ;NÃO
08/01/2017 00:45;;;0,00; 0,41 ;NÃO
08/01/2017 01:00;;;0,00; 0,41 ;NÃO
08/01/2017 01:15;;;0,00; 0,41 ;NÃO
08/01/2017 01:30;;;0,00; 0,41 ;NÃO
08/01/2017 01:45;0;0,41;0,00; 0,41 ;NÃO
08/01/2017 02:00;;41,00;0,00; 0,41 ;NÃO
08/01/2017 02:15;0;0,41;0,00; 0,41 ;NÃO
08/01/2017 02:30;;;0,00; 0,41 ;NÃO
08/01/2017 02:45;;;0,00; 0,41 ;NÃO
08/01/2017 03:00;;;0,00; 0,41 ;NÃO
08/01/2017 03:15;;;0,00; 0,41 ;NÃO
08/01/2017 03:30;;;0,00; 0,41 ;NÃO
08/01/2017 03:45;0;0,41;0,00; 0,41 ;NÃO
08/01/2017 04:00;;;0,00; 0,41 ;NÃO
08/01/2017 04:15;;;0,00; 0,41 ;NÃO
08/01/2017 04:30;;;0,00; 0,41 ;NÃO
08/01/2017 04:45;;;0,00; 0,41 ;NÃO
08/01/2017 05:00;;;0,00; 0,41 ;NÃO
08/01/2017 05:15;;;0,00; 0,41 ;NÃO
08/01/2017 05:30;;;0,00; 0,41 ;NÃO
08/01/2017 05:45;;;0,00; 0,41 ;NÃO
08/01/2017 06:00;;;0,00; 0,41 ;NÃO
08/01/2017 06:15;;;0,00; 0,41 ;NÃO
08/01/2017 06:30;;;0,00; 0,41 ;NÃO
08/01/2017 06:45;;;0,00; 0,41 ;NÃO
08/01/2017 07:00;;;0,00; 0,41 ;NÃO
08/01/2017 07:15;;;0,00; 0,41 ;NÃO
08/01/2017 07:30;;;0,00; 0,41 ;NÃO
08/01/2017 07:45;;;0,00; 0,41 ;NÃO
08/01/2017 08:00;;;0,00; 0,41 ;NÃO
08/01/2017 08:15;;;0,00; 0,42 ;NÃO
08/01/2017 08:30;;;0,00; 0,42 ;NÃO
08/01/2017 08:45;;;0,00; 0,42 ;NÃO
08/01/2017 09:00;;;0,00; 0,42 ;NÃO
08/01/2017 09:15;;;0,00; 0,42 ;NÃO
08/01/2017 09:30;;;0,00; 0,42 ;NÃO
08/01/2017 09:45;;;0,00; 0,42 ;NÃO
08/01/2017 10:00;;;0,00; 0,42 ;NÃO
08/01/2017 10:15;;;0,00; 0,42 ;NÃO
08/01/2017 10:30;;;0,00; 0,42 ;NÃO
08/01/2017 10:45;;;0,00; 0,42 ;NÃO
08/01/2017 11:00;;;0,00; 0,42 ;NÃO
08/01/2017 11:15;;;0,00; 0,42 ;NÃO
08/01/2017 11:30;;;0,00; 0,42 ;NÃO
08/01/2017 11:45;;;0,00; 0,42 ;NÃO
08/01/2017 12:00;;;0,00; 0,42 ;NÃO
08/01/2017 12:15;;;0,00; 0,42 ;NÃO
08/01/2017 12:30;0,8;0,42;0,80; 0,42 ;NÃO
08/01/2017 12:45;;;0,00; 0,42 ;NÃO
08/01/2017 13:00;;;0,00; 0,42 ;NÃO
08/01/2017 13:15;;;0,00; 0,42 ;NÃO
08/01/2017 13:30;0;0,42;0,00; 0,42 ;NÃO
08/01/2017 13:45;;;0,00; 0,42 ;NÃO
08/01/2017 14:00;;;0,00; 0,42 ;NÃO
08/01/2017 14:15;;;0,00; 0,42 ;NÃO
08/01/2017 14:30;;;0,00; 0,42 ;NÃO
08/01/2017 14:45;;;0,00; 0,42 ;NÃO
08/01/2017 15:00;;;0,00; 0,42 ;NÃO
08/01/2017 15:15;;;0,00; 0,42 ;NÃO
08/01/2017 15:30;;;0,00; 0,42 ;NÃO
08/01/2017 15:45;;;0,00; 0,42 ;NÃO
08/01/2017 16:00;;;0,00; 0,42 ;NÃO
08/01/2017 16:15;;;0,00; 0,42 ;NÃO
08/01/2017 16:30;;;0,00; 0,42 ;NÃO
08/01/2017 16:45;;;0,00; 0,42 ;NÃO
08/01/2017 17:00;;;0,00; 0,42 ;NÃO
08/01/2017 17:15;;;0,00; 0,42 ;NÃO
08/01/2017 17:30;0;0,42;0,00; 0,42 ;NÃO
08/01/2017 17:45;;42,00;0,00; 0,42 ;NÃO
08/01/2017 18:00;;;0,00; 0,42 ;NÃO
08/01/2017 18:15;;;0,00; 0,42 ;NÃO
08/01/2017 18:30;;;0,00; 0,42 ;NÃO
08/01/2017 18:45;;;0,00; 0,41 ;NÃO
08/01/2017 19:00;;;0,00; 0,41 ;NÃO
08/01/2017 19:15;;;0,00; 0,41 ;NÃO
08/01/2017 19:30;;;0,00; 0,41 ;NÃO
08/01/2017 19:45;0;0,41;0,00; 0,41 ;NÃO
08/01/2017 20:00;;41,00;0,00; 0,41 ;NÃO
08/01/2017 20:15;;;0,00; 0,41 ;NÃO
08/01/2017 20:30;;;0,00; 0,41 ;NÃO
08/01/2017 20:45;;;0,00; 0,41 ;NÃO
08/01/2017 21:00;;;0,00; 0,41 ;NÃO
08/01/2017 21:15;;;0,00; 0,41 ;NÃO
08/01/2017 21:30;0;0,41;0,00; 0,41 ;NÃO
08/01/2017 21:45;;;0,00; 0,41 ;NÃO
08/01/2017 22:00;;;0,00; 0,41 ;NÃO
08/01/2017 22:15;;;0,00; 0,41 ;NÃO
08/01/2017 22:30;;;0,00; 0,41 ;NÃO
08/01/2017 22:45;;;0,00; 0,41 ;NÃO
08/01/2017 23:00;;;0,00; 0,41 ;NÃO
08/01/2017 23:15;0;0,41;0,00; 0,41 ;NÃO
08/01/2017 23:30;;;0,00; 0,41 ;NÃO
08/01/2017 23:45;;;0,00; 0,41 ;NÃO
09/01/2017 00:00;;;0,00; 0,41 ;NÃO
09/01/2017 00:15;;;0,00; 0,41 ;NÃO
09/01/2017 00:30;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 00:45;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 01:00;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 01:15;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 01:30;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 01:45;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 02:00;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 02:15;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 02:30;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 02:45;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 03:00;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 03:15;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 03:30;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 03:45;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 04:00;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 04:15;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 04:30;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 04:45;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 05:00;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 05:15;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 05:30;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 05:45;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 06:00;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 06:15;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 06:30;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 06:45;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 07:00;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 07:15;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 07:30;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 07:45;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 08:00;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 08:15;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 08:30;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 08:45;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 09:00;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 09:15;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 09:30;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 09:45;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 10:00;0;0,40;0,00; 0,40 ;NÃO
09/01/2017 10:15;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 10:30;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 10:45;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 11:00;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 11:15;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 11:30;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 11:45;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 12:00;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 12:15;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 12:30;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 12:45;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 13:00;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 13:15;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 13:30;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 13:45;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 14:00;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 14:15;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 14:30;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 14:45;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 15:00;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 15:15;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 15:30;;41,00;0,00; 0,41 ;NÃO
09/01/2017 15:45;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 16:00;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 16:15;0;0,42;0,00; 0,42 ;NÃO
09/01/2017 16:30;;;0,00; 0,42 ;NÃO
09/01/2017 16:45;0;0,42;0,00; 0,42 ;NÃO
09/01/2017 17:00;0;0,42;0,00; 0,42 ;NÃO
09/01/2017 17:15;0;0,42;0,00; 0,42 ;NÃO
09/01/2017 17:30;0;0,42;0,00; 0,42 ;NÃO
09/01/2017 17:45;3;0,42;3,00; 0,42 ;NÃO
09/01/2017 18:00;7,2;0,78;7,20; 0,78 ;NÃO
09/01/2017 18:15;4,2;1,11;4,20; 1,11 ;NÃO
09/01/2017 18:30;0,8;0,94;0,80; 0,94 ;NÃO
09/01/2017 18:45;0;0,73;0,00; 0,73 ;NÃO
09/01/2017 19:00;0;0,59;0,00; 0,59 ;NÃO
09/01/2017 19:15;0;0,50;0,00; 0,50 ;NÃO
09/01/2017 19:30;0;0,48;0,00; 0,48 ;NÃO
09/01/2017 19:45;0;0,45;0,00; 0,45 ;NÃO
09/01/2017 20:00;0;0,44;0,00; 0,44 ;NÃO
09/01/2017 20:15;0;0,43;0,00; 0,43 ;NÃO
09/01/2017 20:30;0;0,43;0,00; 0,43 ;NÃO
09/01/2017 20:45;0;0,43;0,00; 0,43 ;NÃO
09/01/2017 21:00;0;0,42;0,00; 0,42 ;NÃO
09/01/2017 21:15;0;0,42;0,00; 0,42 ;NÃO
09/01/2017 21:30;0;0,42;0,00; 0,42 ;NÃO
09/01/2017 21:45;0;0,42;0,00; 0,42 ;NÃO
09/01/2017 22:00;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 22:15;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 22:30;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 22:45;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 23:00;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 23:15;0;0,41;0,00; 0,41 ;NÃO
09/01/2017 23:30;0;0,41;0,00; 0,41 ;NÃO
